Elapsed time,ECG,EMG,foot GSR,hand GSR,HR,marker,RESP
'0:04.544',-0.176,0.161,7.227,6.513,65.0,11.55,50.74
'0:04.546',-0.17,0.161,7.227,6.513,65.0,11.55,50.74
'0:04.548',-0.144,0.161,7.232,6.528,65.0,11.55,50.8
'0:04.550',-0.125,0.161,7.232,6.528,65.0,11.55,50.8
'0:04.552',-0.12,0.161,7.232,6.528,65.0,11.55,50.8
'0:04.554',-0.127,0.161,7.232,6.528,65.0,11.55,50.8
'0:04.556',-0.16,0.161,7.232,6.528,65.0,11.55,50.8
'0:04.558',-0.205,0.161,7.232,6.528,65.0,11.55,50.8
'0:04.560',-0.201,0.161,7.232,6.528,65.0,11.55,50.8
'0:04.563',-0.166,0.161,7.232,6.528,65.0,11.55,50.8
'0:04.565',-0.155,0.161,7.232,6.528,65.0,11.55,50.8
'0:04.567',-0.16,0.161,7.232,6.528,65.0,11.55,50.8
'0:04.569',-0.171,0.161,7.232,6.528,65.0,11.55,50.8
'0:04.571',-0.154,0.161,7.232,6.528,65.0,11.55,50.8
'0:04.573',-0.098,0.161,7.232,6.528,65.0,11.55,50.8
'0:04.575',-0.087,0.161,7.232,6.528,65.0,11.55,50.8
'0:04.577',-0.147,0.161,7.232,6.528,65.0,11.55,50.8
'0:04.579',-0.199,0.161,7.232,6.528,65.0,11.55,50.8
'0:04.581',-0.205,0.029,7.237,6.538,65.0,11.55,50.85
'0:04.583',-0.199,0.029,7.237,6.538,65.0,11.55,50.85
'0:04.585',-0.187,0.029,7.237,6.538,65.0,11.55,50.85
'0:04.587',-0.175,0.029,7.237,6.538,65.0,11.55,50.85
'0:04.589',-0.165,0.029,7.237,6.538,65.0,11.55,50.85
'0:04.591',-0.171,0.029,7.237,6.538,65.0,11.55,50.85
'0:04.593',-0.198,0.029,7.237,6.538,65.0,11.55,50.85
'0:04.595',-0.206,0.029,7.237,6.538,65.0,11.55,50.85
'0:04.597',-0.197,0.029,7.237,6.538,65.0,11.55,50.85
'0:04.599',-0.176,0.029,7.237,6.538,65.0,11.55,50.85
'0:04.601',-0.143,0.029,7.237,6.538,65.0,11.55,50.85
'0:04.603',-0.116,0.029,7.237,6.538,65.0,11.55,50.85
'0:04.605',-0.114,0.029,7.237,6.538,65.0,11.55,50.85
'0:04.607',-0.133,0.029,7.237,6.538,65.0,11.55,50.85
'0:04.609',-0.16,0.029,7.237,6.538,65.0,11.55,50.85
'0:04.611',-0.172,0.029,7.237,6.538,65.0,11.55,50.85
'0:04.613',-0.175,0.029,7.242,6.553,65.0,11.55,50.92
'0:04.615',-0.168,0.029,7.242,6.553,65.0,11.55,50.92
'0:04.617',-0.16,0.029,7.242,6.553,65.0,11.55,50.92
'0:04.619',-0.144,0.029,7.242,6.553,65.0,11.55,50.92
'0:04.621',-0.127,0.029,7.242,6.553,65.0,11.55,50.92
'0:04.623',-0.129,0.029,7.242,6.553,65.0,11.55,50.92
'0:04.625',-0.132,0.029,7.242,6.553,65.0,11.55,50.92
'0:04.627',-0.117,0.029,7.242,6.553,65.0,11.55,50.92
'0:04.629',-0.116,0.029,7.242,6.553,65.0,11.55,50.92
'0:04.631',-0.12,0.029,7.242,6.553,65.0,11.55,50.92
'0:04.633',-0.094,0.029,7.242,6.553,65.0,11.55,50.92
'0:04.635',-0.089,0.029,7.242,6.553,65.0,11.55,50.92
'0:04.637',-0.123,0.029,7.242,6.553,65.0,11.55,50.92
'0:04.639',-0.122,0.029,7.242,6.553,65.0,11.55,50.92
'0:04.641',-0.098,0.029,7.242,6.553,65.0,11.55,50.92
'0:04.643',-0.089,0.029,7.242,6.553,65.0,11.55,50.92
'0:04.645',-0.089,0.249,7.246,6.563,65.0,11.55,51.0
'0:04.647',-0.093,0.249,7.246,6.563,65.0,11.55,51.0
'0:04.649',-0.087,0.249,7.246,6.563,65.0,11.55,51.0
'0:04.651',-0.077,0.249,7.246,6.563,65.0,11.55,51.0
'0:04.653',-0.079,0.249,7.246,6.563,65.0,11.55,51.0
'0:04.655',-0.082,0.249,7.246,6.563,65.0,11.55,51.0
'0:04.657',-0.088,0.249,7.246,6.563,65.0,11.55,51.0
'0:04.659',-0.093,0.249,7.246,6.563,65.0,11.55,51.0
'0:04.661',-0.073,0.249,7.246,6.563,65.0,11.55,51.0
'0:04.663',-0.029,0.249,7.246,6.563,65.0,11.55,51.0
'0:04.665',0.002,0.249,7.246,6.563,65.0,11.55,51.0
'0:04.667',-0.02,0.249,7.246,6.563,65.0,11.55,51.0
'0:04.669',-0.093,0.249,7.246,6.563,65.0,11.55,51.0
'0:04.671',-0.157,0.249,7.246,6.563,65.0,11.55,51.0
'0:04.673',-0.183,0.249,7.246,6.563,65.0,11.55,51.0
'0:04.675',-0.194,0.249,7.246,6.563,65.0,11.55,51.0
'0:04.677',-0.172,0.249,7.251,6.565,65.0,11.55,51.04
'0:04.679',-0.122,0.249,7.251,6.565,65.0,11.55,51.04
'0:04.681',-0.106,0.249,7.251,6.565,65.0,11.55,51.04
'0:04.683',-0.126,0.249,7.251,6.565,65.0,11.55,51.04
'0:04.685',-0.147,0.249,7.251,6.565,65.0,11.55,51.04
'0:04.688',-0.175,0.249,7.251,6.565,65.0,11.55,51.04
'0:04.690',-0.206,0.249,7.251,6.565,65.0,11.55,51.04
'0:04.692',-0.192,0.249,7.251,6.565,65.0,11.55,51.04
'0:04.694',-0.175,0.249,7.251,6.565,65.0,11.55,51.04
'0:04.696',-0.187,0.249,7.251,6.565,65.0,11.55,51.04
'0:04.698',-0.184,0.249,7.251,6.565,65.0,11.55,51.04
'0:04.700',-0.184,0.249,7.251,6.565,65.0,11.55,51.04
'0:04.702',-0.188,0.249,7.251,6.565,65.0,11.55,51.04
'0:04.704',-0.182,0.249,7.251,6.565,65.0,11.55,51.04
'0:04.706',-0.188,0.249,7.251,6.565,65.0,11.55,51.04
'0:04.708',-0.208,0.249,7.251,6.565,65.0,11.55,51.04
'0:04.710',-0.236,0.238,7.256,6.568,65.0,11.55,51.12
'0:04.712',-0.23,0.238,7.256,6.568,65.0,11.55,51.12
'0:04.714',-0.195,0.238,7.256,6.568,65.0,11.55,51.12
'0:04.716',-0.187,0.238,7.256,6.568,65.0,11.55,51.12
'0:04.718',-0.2,0.238,7.256,6.568,65.0,11.55,51.12
'0:04.720',-0.21,0.238,7.256,6.568,65.0,11.55,51.12
'0:04.722',-0.2,0.238,7.256,6.568,65.0,11.55,51.12
'0:04.724',-0.189,0.238,7.256,6.568,65.0,11.55,51.12
'0:04.726',-0.198,0.238,7.256,6.568,65.0,11.55,51.12
'0:04.728',-0.208,0.238,7.256,6.568,65.0,11.55,51.12
'0:04.730',-0.211,0.238,7.256,6.568,65.0,11.55,51.12
'0:04.732',-0.201,0.238,7.256,6.568,65.0,11.55,51.12
'0:04.734',-0.173,0.238,7.256,6.568,65.0,11.55,51.12
'0:04.736',-0.165,0.238,7.256,6.568,65.0,11.55,51.12
'0:04.738',-0.189,0.238,7.256,6.568,65.0,11.55,51.12
'0:04.740',-0.22,0.238,7.256,6.568,65.0,11.55,51.12
'0:04.742',-0.232,0.238,7.261,6.57,65.0,11.55,51.18
'0:04.744',-0.221,0.238,7.261,6.57,65.0,11.55,51.18
'0:04.746',-0.205,0.238,7.261,6.57,65.0,11.55,51.18
'0:04.748',-0.184,0.238,7.261,6.57,65.0,11.55,51.18
'0:04.750',-0.156,0.238,7.261,6.57,65.0,11.55,51.18
'0:04.752',-0.15,0.238,7.261,6.57,65.0,11.55,51.18
'0:04.754',-0.16,0.238,7.261,6.57,65.0,11.55,51.18
'0:04.756',-0.167,0.238,7.261,6.57,65.0,11.55,51.18
'0:04.758',-0.199,0.238,7.261,6.57,65.0,11.55,51.18
'0:04.760',-0.244,0.238,7.261,6.57,65.0,11.55,51.18
'0:04.762',-0.251,0.238,7.261,6.57,65.0,11.55,51.18
'0:04.764',-0.208,0.238,7.261,6.57,65.0,11.55,51.18
'0:04.766',-0.162,0.238,7.261,6.57,65.0,11.55,51.18
'0:04.768',-0.151,0.238,7.261,6.57,65.0,11.55,51.18
'0:04.770',-0.17,0.238,7.261,6.57,65.0,11.55,51.18
'0:04.772',-0.192,0.238,7.261,6.57,65.0,11.55,51.18
'0:04.774',-0.16,0.205,7.266,6.573,65.0,11.55,51.24
'0:04.776',-0.145,0.205,7.266,6.573,65.0,11.55,51.24
'0:04.778',-0.205,0.205,7.266,6.573,65.0,11.55,51.24
'0:04.780',-0.256,0.205,7.266,6.573,65.0,11.55,51.24
'0:04.782',-0.271,0.205,7.266,6.573,65.0,11.55,51.24
'0:04.784',-0.256,0.205,7.266,6.573,65.0,11.55,51.24
'0:04.786',-0.239,0.205,7.266,6.573,65.0,11.55,51.24
'0:04.788',-0.242,0.205,7.266,6.573,65.0,11.55,51.24
'0:04.790',-0.245,0.205,7.266,6.573,65.0,11.55,51.24
'0:04.792',-0.238,0.205,7.266,6.573,65.0,11.55,51.24
'0:04.794',-0.228,0.205,7.266,6.573,65.0,11.55,51.24
'0:04.796',-0.243,0.205,7.266,6.573,65.0,11.55,51.24
'0:04.798',-0.236,0.205,7.266,6.573,65.0,11.55,51.24
'0:04.800',-0.189,0.205,7.266,6.573,65.0,11.55,51.24
'0:04.802',-0.147,0.205,7.266,6.573,65.0,11.55,51.24
'0:04.804',-0.073,0.205,7.266,6.573,65.0,11.55,51.24
'0:04.806',0.002,0.205,7.271,6.575,65.0,11.55,51.28
'0:04.808',0.073,0.205,7.271,6.575,65.0,11.55,51.28
'0:04.810',0.172,0.205,7.271,6.575,65.0,11.55,51.28
'0:04.813',0.293,0.205,7.271,6.575,65.0,11.55,51.28
'0:04.815',0.427,0.205,7.271,6.575,65.0,11.55,51.28
'0:04.817',0.545,0.205,7.271,6.575,65.0,11.55,51.28
'0:04.819',0.654,0.205,7.271,6.575,65.0,11.55,51.28
'0:04.821',0.79,0.205,7.271,6.575,65.0,11.55,51.28
'0:04.823',0.927,0.205,7.271,6.575,65.0,11.55,51.28
'0:04.825',1.034,0.205,7.271,6.575,65.0,11.55,51.28
'0:04.827',1.066,0.205,7.271,6.575,65.0,11.55,51.28
'0:04.829',1.041,0.205,7.271,6.575,65.0,11.55,51.28
'0:04.831',1.007,0.205,7.271,6.575,65.0,11.55,51.28
'0:04.833',0.928,0.205,7.271,6.575,65.0,11.55,51.28
'0:04.835',0.759,0.205,7.271,6.575,65.0,11.55,51.28
'0:04.837',0.509,0.205,7.271,6.575,65.0,11.55,51.28
'0:04.839',0.244,0.334,7.279,6.575,65.0,11.55,51.33
'0:04.841',0.045,0.334,7.279,6.575,65.0,11.55,51.33
'0:04.843',-0.109,0.334,7.279,6.575,65.0,11.55,51.33
'0:04.845',-0.245,0.334,7.279,6.575,65.0,11.55,51.33
'0:04.847',-0.322,0.334,7.279,6.575,65.0,11.55,51.33
'0:04.849',-0.354,0.334,7.279,6.575,65.0,11.55,51.33
'0:04.851',-0.38,0.334,7.279,6.575,65.0,11.55,51.33
'0:04.853',-0.381,0.334,7.279,6.575,65.0,11.55,51.33
'0:04.855',-0.382,0.334,7.279,6.575,65.0,11.55,51.33
'0:04.857',-0.411,0.334,7.279,6.575,65.0,11.55,51.33
'0:04.859',-0.404,0.334,7.279,6.575,65.0,11.55,51.33
'0:04.861',-0.347,0.334,7.279,6.575,65.0,11.55,51.33
'0:04.863',-0.286,0.334,7.279,6.575,65.0,11.55,51.33
'0:04.865',-0.237,0.334,7.279,6.575,65.0,11.55,51.33
'0:04.867',-0.205,0.334,7.279,6.575,65.0,11.55,51.33
'0:04.869',-0.168,0.334,7.279,6.575,65.0,11.55,51.33
'0:04.871',-0.106,0.334,7.284,6.58,65.0,11.55,51.4
'0:04.873',-0.066,0.334,7.284,6.58,65.0,11.55,51.4
'0:04.875',-0.079,0.334,7.284,6.58,65.0,11.55,51.4
'0:04.877',-0.11,0.334,7.284,6.58,65.0,11.55,51.4
'0:04.879',-0.123,0.334,7.284,6.58,65.0,11.55,51.4
'0:04.881',-0.134,0.334,7.284,6.58,65.0,11.55,51.4
'0:04.883',-0.156,0.334,7.284,6.58,65.0,11.55,51.4
'0:04.885',-0.167,0.334,7.284,6.58,65.0,11.55,51.4
'0:04.887',-0.157,0.334,7.284,6.58,65.0,11.55,51.4
'0:04.889',-0.142,0.334,7.284,6.58,65.0,11.55,51.4
'0:04.891',-0.134,0.334,7.284,6.58,65.0,11.55,51.4
'0:04.893',-0.129,0.334,7.284,6.58,65.0,11.55,51.4
'0:04.895',-0.116,0.334,7.284,6.58,65.0,11.55,51.4
'0:04.897',-0.109,0.334,7.284,6.58,65.0,11.55,51.4
'0:04.899',-0.115,0.334,7.284,6.58,65.0,11.55,51.4
'0:04.901',-0.115,0.334,7.284,6.58,65.0,11.55,51.4
'0:04.903',-0.101,0.026,7.289,6.588,65.0,11.55,51.51
'0:04.905',-0.094,0.026,7.289,6.588,65.0,11.55,51.51
'0:04.907',-0.095,0.026,7.289,6.588,65.0,11.55,51.51
'0:04.909',-0.098,0.026,7.289,6.588,65.0,11.55,51.51
'0:04.911',-0.099,0.026,7.289,6.588,65.0,11.55,51.51
'0:04.913',-0.089,0.026,7.289,6.588,65.0,11.55,51.51
'0:04.915',-0.061,0.026,7.289,6.588,65.0,11.55,51.51
'0:04.917',-0.043,0.026,7.289,6.588,65.0,11.55,51.51
'0:04.919',-0.063,0.026,7.289,6.588,65.0,11.55,51.51
'0:04.921',-0.082,0.026,7.289,6.588,65.0,11.55,51.51
'0:04.923',-0.074,0.026,7.289,6.588,65.0,11.55,51.51
'0:04.925',-0.07,0.026,7.289,6.588,65.0,11.55,51.51
'0:04.927',-0.06,0.026,7.289,6.588,65.0,11.55,51.51
'0:04.929',-0.057,0.026,7.289,6.588,65.0,11.55,51.51
'0:04.931',-0.079,0.026,7.289,6.588,65.0,11.55,51.51
'0:04.933',-0.085,0.026,7.289,6.588,65.0,11.55,51.51
'0:04.935',-0.076,0.026,7.294,6.595,65.0,11.55,51.62
'0:04.938',-0.061,0.026,7.294,6.595,65.0,11.55,51.62
'0:04.940',-0.044,0.026,7.294,6.595,65.0,11.55,51.62
'0:04.942',-0.049,0.026,7.294,6.595,65.0,11.55,51.62
'0:04.944',-0.063,0.026,7.294,6.595,65.0,11.55,51.62
'0:04.946',-0.068,0.026,7.294,6.595,65.0,11.55,51.62
'0:04.948',-0.071,0.026,7.294,6.595,65.0,11.55,51.62
'0:04.950',-0.085,0.026,7.294,6.595,65.0,11.55,51.62
'0:04.952',-0.084,0.026,7.294,6.595,65.0,11.55,51.62
'0:04.954',-0.045,0.026,7.294,6.595,65.0,11.55,51.62
'0:04.956',-0.021,0.026,7.294,6.595,65.0,11.55,51.62
'0:04.958',-0.023,0.026,7.294,6.595,65.0,11.55,51.62
'0:04.960',-0.028,0.026,7.294,6.595,65.0,11.55,51.62
'0:04.962',-0.062,0.026,7.294,6.595,65.0,11.55,51.62
'0:04.964',-0.077,0.026,7.294,6.595,65.0,11.55,51.62
'0:04.966',-0.037,0.026,7.294,6.595,65.0,11.55,51.62
'0:04.968',0.02,0.029,7.299,6.603,64.0,11.55,51.75
'0:04.970',0.059,0.029,7.299,6.603,64.0,11.55,51.75
'0:04.972',0.042,0.029,7.299,6.603,64.0,11.55,51.75
'0:04.974',0.009,0.029,7.299,6.603,64.0,11.55,51.75
'0:04.976',0.0,0.029,7.299,6.603,64.0,11.55,51.75
'0:04.978',-0.039,0.029,7.299,6.603,64.0,11.55,51.75
'0:04.980',-0.081,0.029,7.299,6.603,64.0,11.55,51.75
'0:04.982',-0.073,0.029,7.299,6.603,64.0,11.55,51.75
'0:04.984',-0.04,0.029,7.299,6.603,64.0,11.55,51.75
'0:04.986',-0.016,0.029,7.299,6.603,64.0,11.55,51.75
'0:04.988',0.0,0.029,7.299,6.603,64.0,11.55,51.75
'0:04.990',0.01,0.029,7.299,6.603,64.0,11.55,51.75
'0:04.992',0.007,0.029,7.299,6.603,64.0,11.55,51.75
'0:04.994',0.02,0.029,7.299,6.603,64.0,11.55,51.75
'0:04.996',0.035,0.029,7.299,6.603,64.0,11.55,51.75
'0:04.998',0.026,0.029,7.299,6.603,64.0,11.55,51.75
'0:05.000',0.026,0.029,7.304,6.61,64.0,11.55,51.87
'0:05.002',0.044,0.029,7.304,6.61,64.0,11.55,51.87
'0:05.004',0.055,0.029,7.304,6.61,64.0,11.55,51.87
'0:05.006',0.048,0.029,7.304,6.61,64.0,11.55,51.87
'0:05.008',0.077,0.029,7.304,6.61,64.0,11.55,51.87
'0:05.010',0.156,0.029,7.304,6.61,64.0,11.55,51.87
'0:05.012',0.179,0.029,7.304,6.61,64.0,11.55,51.87
'0:05.014',0.111,0.029,7.304,6.61,64.0,11.55,51.87
'0:05.016',0.044,0.029,7.304,6.61,64.0,11.55,51.87
'0:05.018',0.029,0.029,7.304,6.61,64.0,11.55,51.87
'0:05.020',0.037,0.029,7.304,6.61,64.0,11.55,51.87
'0:05.022',0.066,0.029,7.304,6.61,64.0,11.55,51.87
'0:05.024',0.094,0.029,7.304,6.61,64.0,11.55,51.87
'0:05.026',0.132,0.029,7.304,6.61,64.0,11.55,51.87
'0:05.028',0.161,0.029,7.304,6.61,64.0,11.55,51.87
'0:05.030',0.117,0.029,7.304,6.61,64.0,11.55,51.87
'0:05.032',0.07,0.189,7.309,6.62,64.0,11.55,51.96
'0:05.034',0.084,0.189,7.309,6.62,64.0,11.55,51.96
'0:05.036',0.126,0.189,7.309,6.62,64.0,11.55,51.96
'0:05.038',0.153,0.189,7.309,6.62,64.0,11.55,51.96
'0:05.040',0.193,0.189,7.309,6.62,64.0,11.55,51.96
'0:05.042',0.241,0.189,7.309,6.62,64.0,11.55,51.96
'0:05.044',0.217,0.189,7.309,6.62,64.0,11.55,51.96
'0:05.046',0.154,0.189,7.309,6.62,64.0,11.55,51.96
'0:05.048',0.136,0.189,7.309,6.62,64.0,11.55,51.96
'0:05.050',0.166,0.189,7.309,6.62,64.0,11.55,51.96
'0:05.052',0.205,0.189,7.309,6.62,64.0,11.55,51.96
'0:05.054',0.223,0.189,7.309,6.62,64.0,11.55,51.96
'0:05.056',0.226,0.189,7.309,6.62,64.0,11.55,51.96
'0:05.058',0.226,0.189,7.309,6.62,64.0,11.55,51.96
'0:05.060',0.232,0.189,7.309,6.62,64.0,11.55,51.96
'0:05.063',0.27,0.189,7.309,6.62,64.0,11.55,51.96
'0:05.065',0.311,0.189,7.314,6.627,64.0,11.55,52.02
'0:05.067',0.305,0.189,7.314,6.627,64.0,11.55,52.02
'0:05.069',0.264,0.189,7.314,6.627,64.0,11.55,52.02
'0:05.071',0.239,0.189,7.314,6.627,64.0,11.55,52.02
'0:05.073',0.262,0.189,7.314,6.627,64.0,11.55,52.02
'0:05.075',0.284,0.189,7.314,6.627,64.0,11.55,52.02
'0:05.077',0.276,0.189,7.314,6.627,64.0,11.55,52.02
'0:05.079',0.273,0.189,7.314,6.627,64.0,11.55,52.02
'0:05.081',0.283,0.189,7.314,6.627,64.0,11.55,52.02
'0:05.083',0.302,0.189,7.314,6.627,64.0,11.55,52.02
'0:05.085',0.344,0.189,7.314,6.627,64.0,11.55,52.02
'0:05.087',0.36,0.189,7.314,6.627,64.0,11.55,52.02
'0:05.089',0.321,0.189,7.314,6.627,64.0,11.55,52.02
'0:05.091',0.313,0.189,7.314,6.627,64.0,11.55,52.02
'0:05.093',0.309,0.189,7.314,6.627,64.0,11.55,52.02
'0:05.095',0.273,0.189,7.314,6.627,64.0,11.55,52.02
'0:05.097',0.248,0.316,7.319,6.635,64.0,11.55,52.08
'0:05.099',0.216,0.316,7.319,6.635,64.0,11.55,52.08
'0:05.101',0.195,0.316,7.319,6.635,64.0,11.55,52.08
'0:05.103',0.21,0.316,7.319,6.635,64.0,11.55,52.08
'0:05.105',0.217,0.316,7.319,6.635,64.0,11.55,52.08
'0:05.107',0.182,0.316,7.319,6.635,64.0,11.55,52.08
'0:05.109',0.151,0.316,7.319,6.635,64.0,11.55,52.08
'0:05.111',0.165,0.316,7.319,6.635,64.0,11.55,52.08
'0:05.113',0.162,0.316,7.319,6.635,64.0,11.55,52.08
'0:05.115',0.14,0.316,7.319,6.635,64.0,11.55,52.08
'0:05.117',0.114,0.316,7.319,6.635,64.0,11.55,52.08
'0:05.119',0.071,0.316,7.319,6.635,64.0,11.55,52.08
'0:05.121',0.062,0.316,7.319,6.635,64.0,11.55,52.08
'0:05.123',0.083,0.316,7.319,6.635,64.0,11.55,52.08
'0:05.125',0.104,0.316,7.319,6.635,64.0,11.55,52.08
'0:05.127',0.094,0.316,7.319,6.635,64.0,11.55,52.08
'0:05.129',0.046,0.316,7.324,6.642,64.0,11.55,52.13
'0:05.131',0.001,0.316,7.324,6.642,64.0,11.55,52.13
'0:05.133',-0.021,0.316,7.324,6.642,64.0,11.55,52.13
'0:05.135',-0.028,0.316,7.324,6.642,64.0,11.55,52.13
'0:05.137',-0.022,0.316,7.324,6.642,64.0,11.55,52.13
'0:05.139',-0.013,0.316,7.324,6.642,64.0,11.55,52.13
'0:05.141',-0.031,0.316,7.324,6.642,64.0,11.55,52.13
'0:05.143',-0.034,0.316,7.324,6.642,64.0,11.55,52.13
'0:05.145',-0.032,0.316,7.324,6.642,64.0,11.55,52.13
'0:05.147',-0.028,0.316,7.324,6.642,64.0,11.55,52.13
'0:05.149',-0.001,0.316,7.324,6.642,64.0,11.55,52.13
'0:05.151',-0.035,0.316,7.324,6.642,64.0,11.55,52.13
'0:05.153',-0.136,0.316,7.324,6.642,64.0,11.55,52.13
'0:05.155',-0.19,0.316,7.324,6.642,64.0,11.55,52.13
'0:05.157',-0.178,0.316,7.324,6.642,64.0,11.55,52.13
'0:05.159',-0.161,0.316,7.324,6.642,64.0,11.55,52.13
'0:05.161',-0.166,0.368,7.326,6.647,64.0,11.55,52.17
'0:05.163',-0.176,0.368,7.326,6.647,64.0,11.55,52.17
'0:05.165',-0.172,0.368,7.326,6.647,64.0,11.55,52.17
'0:05.167',-0.156,0.368,7.326,6.647,64.0,11.55,52.17
'0:05.169',-0.144,0.368,7.326,6.647,64.0,11.55,52.17
'0:05.171',-0.136,0.368,7.326,6.647,64.0,11.55,52.17
'0:05.173',-0.098,0.368,7.326,6.647,64.0,11.55,52.17
'0:05.175',-0.083,0.368,7.326,6.647,64.0,11.55,52.17
'0:05.177',-0.116,0.368,7.326,6.647,64.0,11.55,52.17
'0:05.179',-0.171,0.368,7.326,6.647,64.0,11.55,52.17
'0:05.181',-0.216,0.368,7.326,6.647,64.0,11.55,52.17
'0:05.183',-0.205,0.368,7.326,6.647,64.0,11.55,52.17
'0:05.185',-0.179,0.368,7.326,6.647,64.0,11.55,52.17
'0:05.188',-0.177,0.368,7.326,6.647,64.0,11.55,52.17
'0:05.190',-0.167,0.368,7.326,6.647,64.0,11.55,52.17
'0:05.192',-0.156,0.368,7.326,6.647,64.0,11.55,52.17
'0:05.194',-0.17,0.368,7.329,6.652,64.0,11.55,52.2
'0:05.196',-0.187,0.368,7.329,6.652,64.0,11.55,52.2
'0:05.198',-0.179,0.368,7.329,6.652,64.0,11.55,52.2
'0:05.200',-0.129,0.368,7.329,6.652,64.0,11.55,52.2
'0:05.202',-0.089,0.368,7.329,6.652,64.0,11.55,52.2
'0:05.204',-0.127,0.368,7.329,6.652,64.0,11.55,52.2
'0:05.206',-0.177,0.368,7.329,6.652,64.0,11.55,52.2
'0:05.208',-0.193,0.368,7.329,6.652,64.0,11.55,52.2
'0:05.210',-0.188,0.368,7.329,6.652,64.0,11.55,52.2
'0:05.212',-0.147,0.368,7.329,6.652,64.0,11.55,52.2
'0:05.214',-0.11,0.368,7.329,6.652,64.0,11.55,52.2
'0:05.216',-0.122,0.368,7.329,6.652,64.0,11.55,52.2
'0:05.218',-0.154,0.368,7.329,6.652,64.0,11.55,52.2
'0:05.220',-0.16,0.368,7.329,6.652,64.0,11.55,52.2
'0:05.222',-0.131,0.368,7.329,6.652,64.0,11.55,52.2
'0:05.224',-0.121,0.368,7.329,6.652,64.0,11.55,52.2
'0:05.226',-0.149,0.119,7.333,6.657,64.0,11.55,52.25
'0:05.228',-0.153,0.119,7.333,6.657,64.0,11.55,52.25
'0:05.230',-0.143,0.119,7.333,6.657,64.0,11.55,52.25
'0:05.232',-0.131,0.119,7.333,6.657,64.0,11.55,52.25
'0:05.234',-0.093,0.119,7.333,6.657,64.0,11.55,52.25
'0:05.236',-0.085,0.119,7.333,6.657,64.0,11.55,52.25
'0:05.238',-0.12,0.119,7.333,6.657,64.0,11.55,52.25
'0:05.240',-0.118,0.119,7.333,6.657,64.0,11.55,52.25
'0:05.242',-0.077,0.119,7.333,6.657,64.0,11.55,52.25
'0:05.244',-0.076,0.119,7.333,6.657,64.0,11.55,52.25
'0:05.246',-0.107,0.119,7.333,6.657,64.0,11.55,52.25
'0:05.248',-0.115,0.119,7.333,6.657,64.0,11.55,52.25
'0:05.250',-0.132,0.119,7.333,6.657,64.0,11.55,52.25
'0:05.252',-0.178,0.119,7.333,6.657,64.0,11.55,52.25
'0:05.254',-0.178,0.119,7.333,6.657,64.0,11.55,52.25
'0:05.256',-0.129,0.119,7.333,6.657,64.0,11.55,52.25
'0:05.258',-0.107,0.119,7.338,6.662,64.0,11.55,52.27
'0:05.260',-0.121,0.119,7.338,6.662,64.0,11.55,52.27
'0:05.262',-0.139,0.119,7.338,6.662,64.0,11.55,52.27
'0:05.264',-0.15,0.119,7.338,6.662,64.0,11.55,52.27
'0:05.266',-0.143,0.119,7.338,6.662,64.0,11.55,52.27
'0:05.268',-0.118,0.119,7.338,6.662,64.0,11.55,52.27
'0:05.270',-0.103,0.119,7.338,6.662,64.0,11.55,52.27
'0:05.272',-0.14,0.119,7.338,6.662,64.0,11.55,52.27
'0:05.274',-0.179,0.119,7.338,6.662,64.0,11.55,52.27
'0:05.276',-0.167,0.119,7.338,6.662,64.0,11.55,52.27
'0:05.278',-0.137,0.119,7.338,6.662,64.0,11.55,52.27
'0:05.280',-0.117,0.119,7.338,6.662,64.0,11.55,52.27
'0:05.282',-0.143,0.119,7.338,6.662,64.0,11.55,52.27
'0:05.284',-0.181,0.119,7.338,6.662,64.0,11.55,52.27
'0:05.286',-0.173,0.119,7.338,6.662,64.0,11.55,52.27
'0:05.288',-0.147,0.119,7.338,6.662,64.0,11.55,52.27
'0:05.290',-0.128,0.117,7.341,6.67,64.0,11.55,52.25
'0:05.292',-0.117,0.117,7.341,6.67,64.0,11.55,52.25
'0:05.294',-0.123,0.117,7.341,6.67,64.0,11.55,52.25
'0:05.296',-0.16,0.117,7.341,6.67,64.0,11.55,52.25
'0:05.298',-0.197,0.117,7.341,6.67,64.0,11.55,52.25
'0:05.300',-0.192,0.117,7.341,6.67,64.0,11.55,52.25
'0:05.302',-0.165,0.117,7.341,6.67,64.0,11.55,52.25
'0:05.304',-0.127,0.117,7.341,6.67,64.0,11.55,52.25
'0:05.306',-0.077,0.117,7.341,6.67,64.0,11.55,52.25
'0:05.308',-0.076,0.117,7.341,6.67,64.0,11.55,52.25
'0:05.310',-0.107,0.117,7.341,6.67,64.0,11.55,52.25
'0:05.313',-0.115,0.117,7.341,6.67,64.0,11.55,52.25
'0:05.315',-0.131,0.117,7.341,6.67,64.0,11.55,52.25
'0:05.317',-0.178,0.117,7.341,6.67,64.0,11.55,52.25
'0:05.319',-0.178,0.117,7.341,6.67,64.0,11.55,52.25
'0:05.321',-0.129,0.117,7.341,6.67,64.0,11.55,52.25
'0:05.323',-0.107,0.117,7.343,6.675,64.0,11.55,52.25
'0:05.325',-0.121,0.117,7.343,6.675,64.0,11.55,52.25
'0:05.327',-0.139,0.117,7.343,6.675,64.0,11.55,52.25
'0:05.329',-0.15,0.117,7.343,6.675,64.0,11.55,52.25
